@relation Email

@attribute Text string
@attribute Spam {dummy,spam,notSpam}

@data
{0 ' Subject released vol 2 introducing cd absolute best product kind anywhere world today compete quality total over 190 million email address many tout s buy 300 add storage those combine excess one huge file run super sort dedupe program against list cut down less 20 believe seem most sell dupe public put numerous create duplicate generate compuserve mci anon etc cause tremendous amount undeliverable after completion removal initial filter leave base 10 worth fine tun finish project remember here produce gad zillion our competitor proud name day are far contain keyword remove vulgarity profanity sexrelate postmaster webmaster flamer abuse spam eliminate edu mil org gov genie delphus gnn wow 1300 domain 30 0 prove affiliate anyone oppose direct bulk advertise medium purge free web poison us conduct legitimate business internet please recently purchase 90 bottom line market every thousand dollar anymore own compile experience increase response sale host positive exceed hop result inferior customer competition ever succeed second first save hundred otherwise using ours 200 start lot money alway rest choice receive friday even kid toy immediately course weekend 500 twenty totally satisfy thank premier dave buckley houston tx weight gold send 100 55 order ann colby orlean la comprise 7 premium clean ready mail upon receipt each exactly aol mixe 50 equal 5 6 week old collect throughout production schedule remain general prodigy filler simply price effective next seven thereafter 299 bottomline pay completely continual basis request cleanest available again fraction cost company charge typical rate acquire 1cent high 3 cent per information highway robbery continually work cds re constantly delete back nt hesitate miss period further question place call toll 800600 227 ext 2693 package print ez form below fax office accept visa mastercard amex check ye millions select follow ship overnight m include 15 outside additional 25 delivery date city state zip phone numbers type credit card expiration require signature x 1212 5048192 services paste along 24 hour need original draft exact hold bank clearance 710 payable gd publish  ',1 spam}
{0 ' Subject released vol 2 introducing cd absolute best product kind anywhere world today compete quality total over 190 million email address many tout s buy 300 add storage those combine excess one huge file run super sort dedupe program against list cut down less 20 believe seem most sell dupe public put numerous create duplicate generate compuserve mci anon etc cause tremendous amount undeliverable after completion removal initial filter leave base 10 worth fine tun finish project remember here produce gad zillion our competitor proud name day are far contain keyword remove vulgarity profanity sexrelate postmaster webmaster flamer abuse spam eliminate edu mil org gov genie delphus gnn wow 1300 domain 30 0 prove affiliate anyone oppose direct bulk advertise medium purge free web poison us conduct legitimate business internet please recently purchase 90 bottom line market every thousand dollar anymore own compile experience increase response sale host positive exceed hop result inferior customer competition ever succeed second first save hundred otherwise using ours 200 start lot money alway rest choice receive friday even kid toy immediately course weekend 500 twenty totally satisfy thank premier dave buckley houston tx weight gold send 100 55 order ann colby orlean la comprise 7 premium clean ready mail upon receipt each exactly aol mixe 50 equal 5 6 week old collect throughout production schedule remain general prodigy filler simply price effective next seven thereafter 299 bottomline pay completely continual basis request cleanest available again fraction cost company charge typical rate acquire 1cent high 3 cent per information highway robbery continually work cds re constantly delete back nt hesitate miss period further question place call toll 800600 227 ext 2693 package print ez form below fax office accept visa mastercard amex check ye millions select follow ship overnight m include 15 outside additional 25 delivery date city state zip phone numbers type credit card expiration require signature x 1212 5048192 services paste along 24 hour need original draft exact hold bank clearance 710 payable gd publish  ',1 spam}
{0 ' Subject 27 0 email addresses released address plus 12 bonus include free bulk e mail software less 21 day old earn insane profits right formula product service message thousand hundred even million several option traditional method print advertise direct radio television effective two catch re expensive consuming one shot hear internet global communication frontier change dramatically countless individual wealthy electronic market s commonly refer effectively level play field type business online over 5 help goal true many succeed simple fact soon problem cash send here success story 1 2 our customer sell home worker manual 29 95 hbe result typical scary 700 order x 20 gentleman amaze after skeptical really happen niche buy full list set life six month vium everyday sound tell work why else waste mega buck nt hesitate miss most anywhere period bottom line today per text format cd multiple file 250 greater code need open receive follow domain aol prodigy compuserve delphi genie juno pipeline interamp msn mci mixed com net name above seperate convenience specials program pegasus eudora able load distribution create save hour immediate around clock launch whip depend speed modem length 10 30 stealth mass mailer popular emailer world test drive demo super note pad manage large winzip self extractor decompress compress handy deal zip place profit 2500 sery 7 teach offer stay clear show where web designer much everything 149 special within 48 deduct 50 price limit previously seven alone 400 complete package low 99 reserve yours completely duplicate continual basis add remove undeliverable request cleanest available again fraction cost company charge rate acquire cent high 3 information highway robbery protect 1st while 28 8 connection 2nd collect inquiry autoresponder using read flame move forget start money simply ez form below fax call us anytime accept visa mastercard american express personal check please 1561 6251432 ye hours total select ship overnight m proirity delivery 4 outside u date city state phone number credit card expiration amount signature best luck apologize error permanently bulkcenter thank  ',1 spam}
{0 ' Subject available cd vol 4 press release our latest greatest is released millions 10 million best email address anywhere absolute product kind world today compete quality after almost 2 ve even outdo ourselve volume comprise premium super clean start mail soon receive technique describe below each file contain exactly 100 0 aol mixe over 50 equal 5 verify deliverable production collect throughout schedulethen reverify follow domain removed absolutely included compuserve com genie delphus gnn drop active edu gov mil org state end us international pure net duplicate dupe filter here s cleanest addresses 1 190 line eliminate process alone reduce list manageable number another 400 word phrase profane inappropriate survive 3 special most web poison purge full bogus one particular 90 exclusive system type zero daily update anti bulk terrorist general antiinternet advertise extremist rid those cowardly deliberate manner attack market choose utilize discovery direct database individual largest maintain worldwide keep undesirable element addition above every day undeliverable ask remove comparable optout dma etc owning equivalent buy lists cds competitor plus huge amount resource team secure through private means major difference ours thoroughly free fill competition add inflate perform hundred hour thousand dollar order offer purest send letter same response sale ratio nt rather instead result less higher receptive prospects flame nonbuyer contact anticommerce radical want themselve ll volumes improve content close match superior must compare yourself prove term money spend bring ever effort produce final don t compromise surely win before pass high standard test rest re saying friday kid toy immediately totally satisfy purchase david buckley houston tx worth weight gold 55 wow anne colby orlean la hesitate miss effective period further question place call 1412 7341488 225 price next seven thereafter 299 remember bottomline alway pay package simply print ez form fax office accept visa mastercard amex check ye please select ship overnight m include 15 outside additional 25 delivery date name company city zip phone numbers credit card expiration require signature x 2911133 services paste along 24 need original draft exact information hold bank clearance 710 payable ce network  ',1 spam}
{0 ' Subject final offer exclusivly entreprenuers incredible product buy one solution bulk e mail s most powerful advertise medium today imagine able instantly tell 1 0 website fraction cost traditional form stop happen glad check start pour leader email market ready help exposure deserve over 3 experience many small site become extremely profitable each individual customer campaign response our service increase gross sale 15 percent 60 limit special half price 399 end july 16th call 734 6700200 contact immediately 310 koch ave ann arbor mi 48103 reply rewasd eastmail com remove subject  ',1 spam}
{0 ' Subject lately remove mail list http victorian fortunecity com kingston 80 removepage htm florida bahamas cancun family holiday select enter limited getaway 2 adults 3 children 4 offer available world wide limit information trip html  ',1 spam}
{0 ' Subject summer nonsurgical liposuction overnight guaranteed results 2525 dateline june 1999 columbia sc spark international import company base south carolina announce breakthrough herbal product create immediate permanent fatloss fraction cost surgery available unite state first back full satisfaction guarantee american nt resort pain expense result stubborn fat cellulite explain president jame yate our revolutionary gel gently rub skin liposome formula quickly penetrate fatty tissue where liqefy excess contact body treat liquefy waste eliminate naturally through urination another great advantage continue retail under 200 produce real loss water 24 hour although sell internationally four statistics over one million customer show average 1 2 inch each fatprone area midriff stomach hip thigh upper arm application further safe effective many need achieve individual goal whether slightly overweight extremely re excite limit budget enjoy dramatic once rich afford without spend fortune information click here visit web site http homepage com shana342434 speak directly specialist call tollfree 1888 6893097 limited big savings order 30 save 33 95 buy two 58 three remove 888689 3097 39624  ',1 spam}
{0 ' Subject attention smokers quit smoking immediately nonsmoker 7 days kickit kick work 96 supress crave smoke eate significant reduction 48 hour system detoxify nicotine free day patch 22 gum 6 percentage each sale donate project dare click link below learn http www freeyellow com members6 vesl99 remove our mail list whitehores7 hotmail place subject  ',1 spam}
{0 ' Subject capitalfm com nt want receive email click follow link remove address our mail list http unsubscribe smash hits poll winners party backstage sunday mask zorro win great prize swashbuckle comp christmas contenders ll number one winning lines guess lyric every week share capital help londoner video game offers latest title price classifieds deal car best job complete without winner special access action likes boyzone aqua b witch saint cross finger 3pm 13th december chat live star s photo fun miss something everyone fab movie pack swordfight romance hope antonio bandera catherine zeta jone hero heroine celebrate return chivalry gallantry competition covet spot over festive season ve gather likely face sit pretty most important chart field wide open anyone spice girl south park vote sound simple nag day each few line hit song tell us easy whirl enough music fantastic george michael 1998 18th annual appeal aim better those need 600 0 worth goods donate 65 thanks generosity range playstation amaze selection 6 99 hottest 5 off quick pick bargain re right hundred thousand searchable feature imaginable after huge opportunity available check classified advertisement fancy compaq presario today chance enter fully multimedium enable instant internet accelerate graphic dolby digital surround close tomorrow don t present ever compaqmtv modem let surf play true 3com robotic away v 90 56k powerful favourite site faster reliably below hurry stock fast 3comusrob crazy world keep head excite rich creamy why brew barley malt bb soda nonalcoholic finest natural ingredient free case soft drink difference bbsoda cinema ticket 14th dec warner village 1 multiplex operator london 4 catch blockbuster big screen discover ultimate experience visit luxurious stateof theart valid decide where enjoy film warnervillage2 crusade croc prepare alway stick idea fox interactive announce launch highly acclaim legend gobbo onto prestigious platinum select elite offer gamer purchase high profile reduce 19 crocplat southpark kick ass xma warning software contain coarse language sick twist humour scene violence due contents viewed likeminded dudes southparkss  ',1 spam}
{0 ' Subject public service notification government report indicate personal bankruptcy recently increase 300 friend relative consider possibility before spend hundred thousand dollar attorney urge visit website http server8 hypermart net bankam 99 american prepare petition life short yourself break fresh start need reply remove mail pursuant propose federal legislation notify once thank thoughtful consideration  ',1 spam}
{0 ' Subject one yet remove mail list http www angelfire com k theman11 removepage html florida bahamas cancun family holiday select enter limited getaway 2 adults 3 children 4 offer available world wide limit information trip  ',1 spam}
{0 ' Subject hello university degree programs increase personal prestige money earn power through advance eminent nonaccredit award 200 grant base present knowledge experience further effort necessary part short phone call require ba ma mba phd diploma field choice detail 602230 4252  ',1 spam}
{0 ' Subject info dear ion happy idea many share interest figurative language excite s work operational computer binary human mind picture psychotherapy call metaphor therapy statement treat literally speech approach figure heal dissolve persistent uncomfortable feeling salt reflect inner subconscious example someone cloud over head feel real internally accept why dream appear conscious turn off during sleep 20 important key open image begin our world bring fascinate information surface within realm person own symbolic representation problem issue facilitate profound change using word core help behavior decision choice strong connection between understand produce verbal technology enter control center psyche root where thought originate affect vantagepoint greater satisfaction personal life professional performance productivity above state never underestimate power health happiness best gain improve awareness without effort part directly neither english nor japanese unique innovate speak same foundation ego emotion most depression anxiety eat compulsive disorder phobia obsessive urge unwant while already behind each symptom ability therapeutic picturelanguage obstacle trail lead almost occur alway dynamic outward promote stronger goe add benefit recapture wholeness innate strength bear natural course grow lose self adjust demand child subject abuse neglect trauma spirit break bruise along conform put aside adult re catch threaten situation death imminent even us dissociate prior event shut down avoid somewhere else let happen quality characteristic leave vague linger something miss recover fragment restore esoteric nonsense concrete discipline base recent advancement permit direct access afford opportunity restoration great negative clearer unleash itself create selfconfidence genuine want since hope please letter specific answer question d healing accomplish drs www angelfire com ak drsiegel  ',1 spam}
{0 ' Subject happy holiday capital fm everyone 95 8 http capitalfm com over christmas read star spend end quiz our great prize predictions 1999 ll big century movies festive season boxoffice specials special show until 98 vote count result site nt want receive email click follow link remove address mail list unsubscribe ask press question d stocking share spirit s another remember crown moment one chance win 1998 next agree meet movie slot top chart most anticipate release include long await war trilogy madness djs amaze few week advance guest talk us event happen 20 singles 10 album advertisement modem day let surf play true 3com robotic away v 90 56k every powerful enough access favourite faster reliably below today hurry stock fast 3comusrob first thirst bb soda fact try before rest world hand exclusive offer available anywhere else country free crate bbsoda trust avon deliver best treat store occasion browse leisure choose ideal gift even purchase online secure shop facility easier www uk cinema ticket month pass warner village 1 multiplex operator london 4 catch blockbuster hit screen discover ultimate experience visit luxurious stateof theart valid decide where enjoy film warnervillage2 shipping qxl pcs tvs vcrs watch jewellery bid start pound newindex shtml cfme1 turn unwant cash auction off exchange osauction cfmx1  ',1 spam}
{0 ' Subject web development offer open immediately want business internet own personal homepage barefoot company fufill every need super secure reasonably price unix host mass mail harvest software is rich plan purcase site mention hear us email recieve 100 off click here www barefootweb com remove list please reply letter word subject line pardon intrusion message send compliance bill section 301 per paragraph 2 c s 1618  ',1 spam}
{0 ' Subject affordable cars internet spam receive email express desire purchase automobile recently visit one our affiliate web site apologize unsolicit please scroll down bottom message instruction decline target hello name kevin cross put auto program together show method obtain vehicle payment security deposit need bid credit want drive junker nice late model alway long remember two without money less desirable single biggest expense most beside home unlike depreciate value why downpayment car lease smart although initially myself whom valuable excellent since save normally pay read order monday friday 1995 geo tracker 4x4 monthly 179 per month e b columbus ohio using 1997 bmw convertible thanks great even though m h note testimonial section full letter customer whether finance eliminate increase work requirements must currently employ source income able s salesman deal normal stress relate means reject older really easy follow simple step direction explain everything choice require savings between 500 5000 dollar risk 100 moneyback guarantee write return anytime within 30 day refund regardless history frequently asked questions q once quickly actively provide example eric brown oh same week call tell us is buy better thing truck dealership many until try first capitalize cost reduction different high right regular amount someone through revolutionary too true stepby approve lawyer market test satisfy confident benefit behind testimonials mr pleasure warmest appreciation company necessary tool successfully secure chevy cavalier 1st prefer january 3 6 likewise option available opportunity assume acura legend course wisest financially sound decision close graciously thank wish continue success quest help professionally d dear gentleman fortune acquire ford escort wagon ricart instill confidence least something piece junk assistance realize dream own still cant believe fix rate motor again respectfully yours c sell 59 95 advantage offer 29 plus 2 90 today include report free l gett automotive service nine lower insurance toll 888 3241873 614 5291390 personal check visa mastercard over phone pertaining patient difficulty connect later send 1773 hobb hilliard 43026 anyone doubt completely understand lot howto information manual complete hype already prove under bill 1618 title iii pass 105th u congress compliance law remove list reply subject line inconvenience  ',1 spam}
{0 ' Subject wow college degree internet business month s right earn bachelor master doctorate prestigious university months instead completely legitimate enroll one many nontraditional program offer country top accredit school american brigham young colorado state dartmouth drake george washington 100 currently almost every field study account medical law etc case through correspondence never leave home here best part ever unless tell competition technical trade force main stream alternative benefit compile packet list over 700 nonaccredit small fee 29 95 send 270 page document contain 1 comprehensive us foreign 500 otherwise traditional 2 information each include apply contact loan grant 3 50 agency govern education therefore investigate concern legitimacy yourself individual 4 finally fun 200 commonly diploma mill sell wish price range 5 is doctor house simply fund check money order john wallace dba sale grp 341 bittersweet henderson ky 42420 don t forget e mail address email within 48 hr after receive thank further question drop line above reason valid attach due fact disable several occasion illegal practice call bomb physical office ownership scam alway p o box verify code 502 ask ln customer eaddress upon exclude please respond confirmation letter removal refund stamp honor requests  ',1 spam}
{0 ' Subject here university degree programs increase personal prestige money earn power through advance eminent nonaccredit award 200 grant base present knowledge experience further effort necessary part short phone call require ba ma mba phd diploma field choice detail 602230 4252  ',1 spam}
{0 ' Subject happy 95 8 capital fm everyone http capitalfm com next two week stars is check horoscope studio tour around our job finder here another level watch chance win ticket 54 disco wave continue movie news howard hughes reviews 1998 back s girls night show saturday trek namibia follow progress trekker brits listen weekend highlight online nominee monday future map store alway want inside where chri tarrant foxy djs work start fresh place great millennium keep eye site over couple uk date spring neve campbell infamous york competition goodie bag newsman story shape host francine lewi sun top telly totty lorraine morton air midnight january 23rd sneak preview girl name charity volunteer across namibium audio diary picture brit airwave past vote official best single category yourself hear much nt receive email click link remove address mail list unsubscribe advertisement revolution different delicious yours free nonalcoholic brew beverage pure fruit barley body welcome break below case phone hotline bbsoda deliver directly door winner zone many before holiday cinema playstation game computer hardware still enter one fabulous prize wait compzone  ',1 spam}
{0 ' Subject urgent attention re still happy job read email search our database over 5000 telecom finance sale position check www tap com europe s lead online recruitment website free confidential service  ',1 spam}
{0 ' Subject data coffee northcoastcoffee com deat thu 7 jan 1999 13 55 18 pst subject free grinder reply remove yourself our mail list message necessary dear fellow drinker ve ever taste bean roast few day before m talk believe one life s simple pleasure cup truly great grind moment brew why north coast caf mill try exceptional here order place collect combine each morn specific need 1 warranty normally retail 25 absolutely join mike crew purchase 2 pound freshest http www ccrew htm page easy within ll fun own enjoy best expensive example columbium supremo 50 guatemalan antigua 75 per flavor african kenya aa 12 tanzanian peaberry 10 0 become part cost nothing fee commitment buy first send yours keep even quit after shipment offer price once re really fact much want tell love friend sorry fresh cant grocery store nor most shop stock means sit week sometime longer unless today click soon drink michael shaffer lover president company  ',1 spam}
{0 ' Subject req university degree programs increase personal prestige money earn power through advance eminent nonaccredit award 200 grant base present knowledge experience further effort necessary part short phone call require ba ma mba phd diploma field choice detail 602230 4252  ',1 spam}
{0 ' Subject call hi ever wonder s store tomorrow re meet whether great job apply 20 genuinely significant 85just anything else involve future event why expect psychic hotline t 1900 4353541 1888 3036456 need help date want h ave fun right person area without trial error hassle dateline 30 36456 4 count four service choose f rom begin pick phone us those number again 1 8 88303 6456 start fulfill fantasy dream soul mate end line ca ll away nt miss 18 older please 2 99 5 minute  ',1 spam}
{0 ' Subject hello university degree programs increase personal prestige money earn power through advance eminent nonaccredit award 200 grant base present knowledge experience further effort necessary part short phone call require ba ma mba phd diploma field choice detail 713866 4087  ',1 spam}
{0 ' Subject re request info thank interest our train course success offer extensive video tape collect judicial judgment many even sure why process earn substantial income ever sue company person win against happy soon shock fact court require loser pay help must trace down asset employment bank account real estate stock bond etc few result million sit file forget 79 case winner never dime nonpayment debt grow epidemic proportion right unite state between 200 300 billion dollar uncollect every 5 place identify massive market 4 ago actively pursue since invent business perfect prove solid profession select technique necessary succeed first hand experience build teach start unknown excite field follow step lay reasonable effort become successful potential associate work full 96 0 over per part 24 100 choose operate home themselve sizable organization 15 25 attractive office today 632 currently 36 form join venture firm joint where money break purchase 12 margin report supply capability government agency police officer attorney credit us already lien force legally means property sell refinance off norm 10 compound annually unpaid annual translate 500 count payment principal half amount 250 principle add additional typically earnings base simple approximately 2 92 43 woman one benefit under kind frame decide month vacation return still disappear nonconfrontational computer telephone most confront debtor nt collection simply mail recommend letter individual write 8 11 call ask unless want send agreement sign splits 50 apply matter online 120 powerful assist range three bureaus locate skip price low 1 3 charge example 6 once garnishment standard fill blank include receive keep original holder fully satisfaction quote s several student thoma area code 516 drop short note excellent week net 700 professionalism both manual open door future stop february 3rd 1995 worth after four larry 314 expect twice within next ball 7 hire someone marshal 407 feel bid 189 gold mine above information actual own enough retire travel world extremely day none hum drum brain challenge protect corporate downsize later desire ticket freedom tell let control destiny happen sound talk live human cost obligation please 1500 4882035 customer support staff available 00am 00pm pacific monday through saturday close sunday number personnel answer question sometime run special combination line read hear order key merely another internet ad campaign produce distribute cyber advertise system ny 10011 1800 4098302 extension 1284 design develop product service proud remove list email lernerww223 yahoo com type subject  ',1 spam}
{0 ' Subject made bold strides natural health herbal energy regeneration most important program ability control own is invite enjoy first many gift earth perfect formulate over dr inellum ford morgan rn nd bt naturopathic physician every one s product carefully research test purest sideeffects visit our website click here information call 619423 8342 2222 coronado ave suite e 442 san diego ca 921542037 interested bulk mailing under bill 1618 title iii pass 105th u congress letter consider spam long include contact remove link removed http www globalremove com prevent emailer mail future  ',1 spam}
{0 ' Subject re answer per request ye purchase uncollect judicial judgment company acquaintance please call us help receive money court state rightfully due strong interest acquire city area itc largest firm world specialize collection currently process over 637 million dollar worth unite alone associate office virtually every most foreign country nothing lose everything gain absolutely cost reach toll free 1800 4098302 extension 1279 24 hour day thank another internet ad campaign produce distribute cyber advertise system ny 10011 1284 design powerful success course develop solid prove product service proud remove our mail list reply johnsonkl334 yahoo com type word subject line  ',1 spam}
{0 ' Subject hello university degree programs increase personal prestige money earn power through advance eminent nonaccredit award 200 grant base present knowledge experience further effort necessary part short phone call require ba ma mba phd diploma field choice detail 713866 4087  ',1 spam}
{0 ' Subject international driver s license need too many point trouble want never suspend revoke id nightclub hotel checkin avoid ticket fine mandatory education protect privacy hide identity unite nation privilege drive freely throughout world convention road traffic september 19 1949 court decision hague netherland january 21 1958 advantage rights order valid confidentiality assure call 1937 5869313  ',1 spam}
{0 ' Subject international driver s license need too many point trouble want never suspend revoke id nightclub hotel checkin avoid ticket fine mandatory education protect privacy hide identity unite nation privilege drive freely throughout world convention road traffic september 19 1949 court decision hague netherland january 21 1958 advantage rights order valid confidentiality assure call 1937 5869313  ',1 spam}
{0 ' Subject 95 8 capital fm http capitalfm com brits vote place cast best single golden globes glitz glamour little oscar 911 win sign copy preorder album showtime online inside track s us ultra britney spiers teen star answer question dj spotlight margherita taylor where official sure voice hear count movie actor globe usually end first winner check site sunday number one bit yours our competition soon release catch miss gallery fill behind scene picture audio clip debut london base try luck billie rocket billboard chart ll here february week under read girl much nt want receive email click follow link remove address mail list unsubscribe advertisement book visit amazon co uk 40 off thousand popular seconds author title subject order mouse choice over million include hundred re bind yourself www exec obido redirecthome capitalmailuk1 zone everyone many before pub tours cinema ticket alway excite appear still below enter fabulous prize wait compzone trust bring shop simpler interflora send flower love orange keep touch innovation tomorrow elonex world today latest nad greatest service product  ',1 spam}
{0 ' Subject re medical technology company pdc innovative industry symbol p d c price 8 0 share pdcid announce priority production proprietary hypo sterile 2000 render contaminant harmless analyst indicate almost limitless demand market place revolutionary standalone device rate immediate strong buy http quote yahoo com q s pdcidd v1  ',1 spam}
{0 ' Subject re request overview ye purchase uncollect judicial judgment company acquaintance please call us help receive money court state rightfully due strong interest acquire city area itc largest firm world specialize collection currently process over 637 million dollar worth unite alone associate office virtually every most foreign country nothing lose everything gain absolutely cost reach toll free 1800 4098302 extension 1279 24 hour per day thank another internet ad campaign produce distribute cyber advertise system ny 10011 1284 design powerful success course develop solid prove product service proud remove our mail list reply smithhammel66 yahoo com type word subject line  ',1 spam}
{0 ' Subject capital fm http capitalfm com valentines love music card flower brit awards ll backstage under spotlight m movies s movie books mix great read sheryl crow single live review friday send one direct site win dinner radio cafe valentine day serenade capellum 98 degree else competition nt miss our fantastic bargain video biggest night british calendar here february 16 picture webcast action big winner back 4pm 16th every week sit down artist grill difficult question weekend fess crop circle amaze animation bug life keat winslet open across country preview book eclectic set beatle marilyn manson aerosmith loui armstrong something everybody curl inspire pre order anythe sure re first play 18 tell much want receive email click follow link remove address mail list unsubscribe ski reports fresh snow pack powder check skus report 180 resort update 3 alway keep date ideal condition takeoff without cgibin webobject skiweather advertisement beat maestro fantasy record label game chance prove reap reward top twixter walk away elonex webrider pc twix buddy hurry sooner start better www fantasyrecordlabel visit amazon co uk 40 off thousand popular seconds author title subject mouse choice over million include hundred us bind yourself exec obido redirecthome capitalmailuk1 pulse race passion soar millenium extra special gift interflora romance air cgus showprod pl mode ukukgroup valref source  ',1 spam}
{0 ' Subject secret travel agent win tell 65 off airline ticket save over 72 hotel room wordlwide want where http 208 196 56 134 text place here stipulate us bill s 1618 title 3 www senate gov murkowskus commercialemail emailamendtext html sender travelnews bevere worcester email boney hosted2u net tel 33 4 94 60 10 per section 301 paragraph 2 c further transmission stop cost send reply address word remove subject line  ',1 spam}
{0 ' Subject tamus yu bobby is john cousin call email immedaitly found company build host our site free today m sorry recieve mistake  ',1 spam}
{0 ' Subject internet pc user group ipcug newsletter first quarter 1999 table content 1 general nbsp 1a introduction 1b update 1c 2 review 2a tufftest lite free diagnostic utilitynbsp download www org 2b call reviewer 3 contact information purpose bring together interest fast pace constantly change world computer design open club discipline offer variety service member resource base fellow learn each friendly relax atmosphere anywhere access operate web site enable great number communicate through message realtime chat alway owner include mac suggest product whenever possible try secure discount lastly synergistic forum s incredibly diverse our website continue expand grow thank help suggestion search mail list software work create local chapter monthly meeting detail yearly gathering attend upcome comdex contribution excite arrive home sure hurt pay 800 large cardboard box yard cable ocean foam pack assembly snap tell store every fit one follow instruction turn everything perfect proud yourself month later start experience mysterious problem occasional system lock probably tsr driver conflict window again before spend endless hour track down avail day unfortunately after warranty run stop boot cryptic error something memory parity thing maybe ll lot swap part play inside nt skill lug beast repair shop wait lowcost instant fix moment need 1pc company simply equipment connect set off wild goose chase blow whistle faulty hardware case bid simm main sophisticate blur line between program want drive port manage request many test cant really lie control eliminate complex floppy disk contain own super slim device nothing stand directly attack controller stiff workout whether pass muster interestingly handy little utility report fewer fault conventional virtually false positive generate confident worthwhile dismantle trip back clear sensible assume issue setup technically mind range standard check motherboard processor math coprocessor dma real clock move series video alignment color onto adapter itself parallel serial hard advantage small size automatically relocate lower upper thus occupy chunk themselve finish extend component produce result display simple fail satisfaction internal aok place diskette proprietary loader intervention alter setting even novice without fear damage return 510 minute ready solve basic under wrong rock best freeware restriction distribution recommendation macintosh invite submit jason president megan vicepresident manny secretary address ipcug376 grant blvd suite 116syracuse ny 13206 phone 315 4319571 fax c 199899 rights reserve receive email registration leave send listunsubscribe subject body process anything please visit http icpug  ',1 spam}
{0 ' Subject 95 8 capital fm http capitalfm com 17th feb 3rd mar live reviews sheryl crow robbie william corr grammy awards pop award speech 24 b witched preview book winning lines guess song win brits video releases madonna alani great music showtime e17 cher martine mccutcheon air dj tip top eddie izzard ticket spring star stage s uk gig around golden boy follow amaze run wembley back london arena after best international group again us bring stop keep date winner loser cd offer nominate artist nt miss official release until middle april publish excerpt every week start thursday february 18 first read our weekly winn line competition prize grab yours lyric alway heavy weight step eagle eye cherry cleopatra weigh next jerry springer kathy burke monday till friday 7 30 8pm online available hour day tune log superstar djs join rank chri tarrant inside scoop march 1 own dr fox spill bean want radio show dress kill watch site chance free laugh much receive email click link remove address mail list unsubscribe advertisement brew beverage different delicious nonalcoholic pure fruit barley fresh taste below case phone hotline bbsoda deliver directly door piste snow pack powder check skus report 180 resort update 3 ideal condition takeoff without cgibin webobject skiweather beat maestro fantasy record label game here prove reap reward twixter walk away elonex webrider pc play twix buddy hurry sooner better www fantasyrecordlabel  ',1 spam}
{0 ' Subject business internet market starter kit 20 line course start own t idea work want a0from comfort home a0 tire a0drive job offer real hope financial independence a0it s stop boss rich reap incredible profus every day never better infancy future bright gett web easy need tool wh provide a0internet online a0market everything different marke ting report walk through each step c reate successful page host write ad copy advertise bring dough result over 25 sale experience a0the past 3 1 2 money a0i wide variety method n end down terrific product one customer exposure buy a0you a0a a0formulum few thing common b site a0c sell d show goods service ever before website a0in rev eal stepby 95you learn access free create where software a0easy publish within minute without extensive comp uter program knowledge absolutely fr ee bulk email ho w those promote interne killer turn visito r pay full version thousand popular softwa re title really evaluate accept credit card ith monthly fees check application sign today fast track profit here graduate a0order week ago a0after fus nish chapter design tutorial thrill order our diet first advert ise three second four a0this great a0th ank help mike bole ridgefield conn a0especially fact a0could a0same a0sign a0wa a0by a0my a0bank a0for a0merchant account commit a0long term contract 59 a0month another a0service save mont h a0access a0now skeptical a0try a0claim best 79 a0ever a0spent sharon ilke a0hiawatha kansa nt pass opportunity advantage receive complete wr itten form 5 diskette password protect download 95free build mail 95accept fee a0check 95learn a0ad 95advertise a0list 95step instruction 95guaranteed special bonus 250 0 fresh address harvest om 30 username e list secret a0that personally technical support vium usually charge 90 per hou consult hold seat 100 makin g tell specific hat even act name 39 95 us include 953 floppy disk contain contents 95the 95your rock solid back guarantee satisfaction a0if information refund a0guaranteed et confident ar completely satisfy disappoint cut code kc1 send plus 4 sh total 44 o rder payable tc schmidt 4654 ave suite b102 palmdale ca 93552 city state zip  ',1 spam}
{0 ' Subject free gift catalog further want perfect somebody special email mailing address please pardon intrusion remove type subject  ',1 spam}
{0 ' Subject need photomask search further adtek has been looking supplier offer extended services guarantee quality product competitive price exrended facilitate order process begin promote understand cad procedure is our specialty priority eager assist every possible experience service university worldwide meet interested please reply serveu adtekphotomask com visit web site www  ',1 spam}
{0 ' Subject view hollander collection t h e o l n d r c f v s m y gino paint jim photography sirus sculpture http www hollanderart com scott barbara write  ',1 spam}
